A,B,C,D,E,F,G
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.0372660282693405,0.19215311580965552,-0.35222176400918004,-0.03230740614766991
0.5969876561003625,0.14245614009375177,-0.153052674505543,0.2051362960285228,0.08940764422559204,-0.35222176400918004,-0.03342034309414481
-0.2964935998944293,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-1.193212478317615,0.5250332150073808,-0.03051920610026372
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-1.1558504886506829,-0.35222176400918004,-0.0325720211528694
-0.06278989051435424,0.14245614009375177,-0.153052674505543,0.2051362960285228,-0.5499918607562252,-0.35222176400918004,-0.03342034309414481
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.9499349774181586,-0.35222176400918004,-0.03163299389884537
-0.2964935998944293,2.671955797783168,1.2142271680580128,0.08393513387959115,0.9595598922071554,2.546588328964082,-0.03160545315960054
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.14198195087074952,-0.35222176400918004,-0.03342034309414481
-0.06278989051435424,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.936773367421853,-0.35222176400918004,-0.03227223013030924
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.8996236617871192,-0.35222176400918004,-0.03302592836097601
-0.2964935998944293,0.14245614009375177,-1.0645725695479136,-0.0372660282693405,1.162291142956702,-0.35222176400918004,-0.03328689365845443
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.43854274385202396,-0.35222176400918004,-0.03342034309414481
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,0.1600982269476854,-0.35222176400918004,-0.03302595075182092
0.045178290357133485,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-1.1225218955955216,-0.35222176400918004,-0.002342634032399903
-0.06278989051435424,0.14245614009375177,-0.153052674505543,-0.0372660282693405,1.929697919354202,-0.35222176400918004,-0.03342034309414481
-0.06278989051435424,0.14245614009375177,-0.153052674505543,-0.2796683525672038,1.4580027998091827,-0.35222176400918004,-0.03342034309414481
-0.06278989051435424,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.8854006316298211,-0.35222176400918004,-0.03331382984488656
-0.2964935998944293,0.14245614009375177,-0.153052674505543,-0.2796683525672038,0.8236981116001292,1.4022881940239416,-0.03092062916789076
-0.7432342278918252,0.14245614009375177,1.2142271680580128,-0.0372660282693405,-0.44278842449599354,-0.35222176400918004,-0.02499894480419959
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,0.9977710180028816,0.6140482669819072,-0.03342034309414481
-0.06278989051435424,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.9166063843629976,-0.35222176400918004,-0.03342034309414481
-0.7432342278918252,0.14245614009375177,-0.153052674505543,0.2051362960285228,-0.36381876451815953,-0.35222176400918004,-0.03338715762289703
-0.2964935998944293,0.14245614009375177,0.7584672205368275,-0.0372660282693405,-0.5468076002732479,-0.35222176400918004,-0.025608401211927187
-0.06278989051435424,0.14245614009375177,3.3107229266554645,0.8353823392029672,2.157054117838772,-0.35222176400918004,-0.012270913794245617
-0.06278989051435424,0.14245614009375177,-1.0645725695479136,-0.2796683525672038,-0.3572379595200067,-0.35222176400918004,-0.0329897671464391
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.8826409392112409,-0.35222176400918004,-0.03342034309414481
1.9372095400925502,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.8459158016409042,-0.35222176400918004,-0.012558904841535832
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.00866757865010514,0.5250332150073808,-0.032183293694308876
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,0.19830935274341155,-0.35222176400918004,-0.03342034309414481
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.0372660282693405,-1.3672853847203672,1.5803182979729944,-0.03342034309414481
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-1.155638204618484,-0.35222176400918004,-0.032749826852335386
0.5969876561003625,0.14245614009375177,1.3661471505681129,-0.2796683525672038,0.8663672020720232,-0.35222176400918004,-0.014742975027030265
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,0.011923972473147403,-0.35222176400918004,-0.03262407986729559
1.9372095400925502,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.7892359650439104,-0.35222176400918004,-0.03326947358111095
-0.2964935998944293,0.14245614009375177,-1.0645725695479136,-0.2796683525672038,-0.3107477564685399,-0.35222176400918004,-0.03279355617245339
-0.06278989051435424,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.639575722343983,-0.35222176400918004,-0.0322004898632032
-0.7432342278918252,0.14245614009375177,-0.153052674505543,0.2051362960285228,-1.270908434102258,-0.35222176400918004,-0.03342034309414481
-0.2964935998944293,0.14245614009375177,1.2142271680580128,-0.2796683525672038,-1.155638204618484,-0.35222176400918004,0.1430273964094735
-0.06278989051435424,0.14245614009375177,-0.153052674505543,-0.2796683525672038,0.19873392080780838,-0.35222176400918004,-0.0326315136278072
-0.2964935998944293,0.14245614009375177,-0.153052674505543,-0.2796683525672038,0.5617396158672067,-0.35222176400918004,-0.03328225875355713
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.32603220678683037,-0.35222176400918004,-0.032391886805532295
-0.06278989051435424,0.14245614009375177,2.2776670456104835,0.6899409446242494,2.1182061399464507,-0.35222176400918004,-0.024208234506889168
1.4904689120951544,0.14245614009375177,-0.153052674505543,-0.0372660282693405,-0.062375438796320154,-0.35222176400918004,-0.03339795224923031
-0.06278989051435424,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-1.0424908154566952,0.5250332150073808,-0.033029645241231816
-0.06278989051435424,0.14245614009375177,-0.153052674505543,-0.0372660282693405,1.1869160906917258,1.4022881940239416,-0.03342034309414481
-0.7432342278918252,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-0.10281779879072377,-0.35222176400918004,-0.03342034309414481
-0.06278989051435424,0.14245614009375177,0.4546272555257423,2.7746009335858735,0.6891100351862938,-0.35222176400918004,0.037976157369919994
-0.06278989051435424,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-1.137381777849415,-0.35222176400918004,-0.03314930191645486
-0.06278989051435424,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-1.1225218955955216,-0.35222176400918004,-0.03342034309414481
-0.7432342278918252,0.14245614009375177,-1.0645725695479136,-0.2796683525672038,-1.0178658677216716,-0.35222176400918004,-0.03102013408269077
-0.7432342278918252,0.14245614009375177,-1.0645725695479136,-0.2796683525672038,-1.1760174717095382,1.5803182979729944,-0.03166337827539434
-0.06278989051435424,0.14245614009375177,-0.153052674505543,-0.2796683525672038,-1.0477979162616573,-0.35222176400918004,-0.03342034309414481
